nom;type;url;adresse_complete;code_postal;ville;departement;telephone;email;latitude;longitude;google_maps;horaires
Haguenau;;https://fr.acuitis.com/blogs/nos-boutiques/haguenau-audition;;;;;;;;;;
Honfleur;;https://fr.acuitis.com/blogs/nos-boutiques/honfleur-audition;;;;;;;;;;
Isle D Abeau;;https://fr.acuitis.com/blogs/nos-boutiques/isle-d-abeau-audition;;;;;;;;;;
Jarry;;https://fr.acuitis.com/blogs/nos-boutiques/jarry-audition;;;;;;;;;;
La Roche Sur Yon;;https://fr.acuitis.com/blogs/nos-boutiques/la-roche-sur-yon-audition;;;;;;;;;;
La Rochelle;;https://fr.acuitis.com/blogs/nos-boutiques/la-rochelle-audition;;;;;;;;;;
La Teste De Buch;;https://fr.acuitis.com/blogs/nos-boutiques/la-teste-de-buch-audition;;;;;;;;;;
Langon;;https://fr.acuitis.com/blogs/nos-boutiques/langon-audition;;;;;;;;;;
Le Chesnay Rocquencourt;;https://fr.acuitis.com/blogs/nos-boutiques/le-chesnay-rocquencourt-audition;;;;;;;;;;
Le Havre;;https://fr.acuitis.com/blogs/nos-boutiques/le-havre-audition;;;;;;;;;;
Les Sables Dolonne;;https://fr.acuitis.com/blogs/nos-boutiques/les-sables-dolonne-audition;;;;;;;;;;
Levallois;;https://fr.acuitis.com/blogs/nos-boutiques/levallois-audition;;;;;;;;;;
Libourne;;https://fr.acuitis.com/blogs/nos-boutiques/libourne-audition;;;;;;;;;;
Lille;;https://fr.acuitis.com/blogs/nos-boutiques/lille-audition;;;;;;;;;;
Limoges;;https://fr.acuitis.com/blogs/nos-boutiques/limoges-audition;;;;;;;;;;
Lorient;;https://fr.acuitis.com/blogs/nos-boutiques/lorient-audition;;;;;;;;;;
Lyon Bellecour;;https://fr.acuitis.com/blogs/nos-boutiques/lyon-bellecour-audition;;;;;;;;;;
Lyon Roosevelt;;https://fr.acuitis.com/blogs/nos-boutiques/lyon-roosevelt-audition;;;;;;;;;;
Marmande;;https://fr.acuitis.com/blogs/nos-boutiques/marmande-audition;;;;;;;;;;
Marseille Bonneveine;;https://fr.acuitis.com/blogs/nos-boutiques/marseille-bonneveine-audition;;;;;;;;;;
Marseille Terrasses Du Port;;https://fr.acuitis.com/blogs/nos-boutiques/marseille-terrasses-du-port-audition;;;;;;;;;;
Massy;;https://fr.acuitis.com/blogs/nos-boutiques/massy-audition;;;;;;;;;;
Menton;;https://fr.acuitis.com/blogs/nos-boutiques/menton-audition;;;;;;;;;;
Metz Muse;;https://fr.acuitis.com/blogs/nos-boutiques/metz-muse-audition;;;;;;;;;;
Mont De Marsan;;https://fr.acuitis.com/blogs/nos-boutiques/mont-de-marsan-audition;;;;;;;;;;
Montauban;;https://fr.acuitis.com/blogs/nos-boutiques/montauban-audition;;;;;;;;;;
Montbeliard;;https://fr.acuitis.com/blogs/nos-boutiques/montbeliard-audition;;;;;;;;;;
Montpellier;;https://fr.acuitis.com/blogs/nos-boutiques/montpellier-audition;;;;;;;;;;
Mulhouse;;https://fr.acuitis.com/blogs/nos-boutiques/mulhouse-audition;;;;;;;;;;
Nancy;;https://fr.acuitis.com/blogs/nos-boutiques/nancy-audition;;;;;;;;;;
Nantes;;https://fr.acuitis.com/blogs/nos-boutiques/nantes-audition;;;;;;;;;;
Neuilly;;https://fr.acuitis.com/blogs/nos-boutiques/neuilly-audition;;;;;;;;;;
Nice Cap 3000;;https://fr.acuitis.com/blogs/nos-boutiques/nice-cap-3000-audition;;;;;;;;;;
Nice Etoile;;https://fr.acuitis.com/blogs/nos-boutiques/nice-etoile-audition;;;;;;;;;;
Nice Malaussena;;https://fr.acuitis.com/blogs/nos-boutiques/nice-malaussena-audition;;;;;;;;;;
Nimes;;https://fr.acuitis.com/blogs/nos-boutiques/nimes-audition;;;;;;;;;;
Niort;;https://fr.acuitis.com/blogs/nos-boutiques/niort-audition;;;;;;;;;;
Niort Mendès France;;https://fr.acuitis.com/blogs/nos-boutiques/niort-mendes-france-audition;;;;;;;;;;
Nogent Sur Marne;;https://fr.acuitis.com/blogs/nos-boutiques/nogent-sur-marne-audition;;;;;;;;;;
Obernai;;https://fr.acuitis.com/blogs/nos-boutiques/obernai-audition;;;;;;;;;;
Orleans Saran;;https://fr.acuitis.com/blogs/nos-boutiques/orleans-saran-audition;;;;;;;;;;
Paris General Leclerc;;https://fr.acuitis.com/blogs/nos-boutiques/paris-general-leclerc-audition;;;;;;;;;;
Paris Italie Deux;;https://fr.acuitis.com/blogs/nos-boutiques/paris-italie-deux-audition;;;;;;;;;;
Paris Rue De Rennes;;https://fr.acuitis.com/blogs/nos-boutiques/paris-rue-de-rennes-audition;;;;;;;;;;
Paris Saint Lazare;;https://fr.acuitis.com/blogs/nos-boutiques/paris-saint-lazare-audition;;;;;;;;;;
Paris Sevres;;https://fr.acuitis.com/blogs/nos-boutiques/paris-sevres-audition;;;;;;;;;;
Paris Voltaire;;https://fr.acuitis.com/blogs/nos-boutiques/paris-voltaire-audition;;;;;;;;;;
Pau;;https://fr.acuitis.com/blogs/nos-boutiques/pau-audition;;;;;;;;;;
Perpignan;;https://fr.acuitis.com/blogs/nos-boutiques/perpignan-audition;;;;;;;;;;
Perpignan Polygone;;https://fr.acuitis.com/blogs/nos-boutiques/perpignan-polygone-audition;;;;;;;;;;
Pertuis;;https://fr.acuitis.com/blogs/nos-boutiques/pertuis-audition;;;;;;;;;;
Poitiers;;https://fr.acuitis.com/blogs/nos-boutiques/poitiers-audition;;;;;;;;;;
Quimper;;https://fr.acuitis.com/blogs/nos-boutiques/quimper-audition;;;;;;;;;;
Rambouillet;;https://fr.acuitis.com/blogs/nos-boutiques/rambouillet-audition;;;;;;;;;;
Reims;;https://fr.acuitis.com/blogs/nos-boutiques/reims-audition;;;;;;;;;;
Rennes;;https://fr.acuitis.com/blogs/nos-boutiques/rennes-audition;;;;;;;;;;
Roanne;;https://fr.acuitis.com/blogs/nos-boutiques/roanne-audition;;;;;;;;;;
Rouen;;https://fr.acuitis.com/blogs/nos-boutiques/rouen-audition;;;;;;;;;;
Saint Etienne;;https://fr.acuitis.com/blogs/nos-boutiques/saint-etienne-audition;;;;;;;;;;
Saint Germain En Laye;;https://fr.acuitis.com/blogs/nos-boutiques/saint-germain-en-laye-audition;;;;;;;;;;
Saint Jean De Vedas;;https://fr.acuitis.com/blogs/nos-boutiques/saint-jean-de-vedas-audition;;;;;;;;;;
Saint-Magne-de-Castillon;;https://fr.acuitis.com/blogs/nos-boutiques/saint-magne-de-castillon-audition;;;;;;;;;;
Saint Malo;;https://fr.acuitis.com/blogs/nos-boutiques/saint-malo-audition;;;;;;;;;;
Saint Maximin;;https://fr.acuitis.com/blogs/nos-boutiques/saint-maximin-audition;;;;;;;;;;
Saint Maximin La Sainte Baume;;https://fr.acuitis.com/blogs/nos-boutiques/saint-maximin-la-sainte-baume-audition;;;;;;;;;;
Saint Paul Les Dax;;https://fr.acuitis.com/blogs/nos-boutiques/saint-paul-les-dax-audition;;;;;;;;;;
Sainte Marie La Reunion;;https://fr.acuitis.com/blogs/nos-boutiques/sainte-marie-la-reunion-audition;;;;;;;;;;
Sainte Maxime;;https://fr.acuitis.com/blogs/nos-boutiques/sainte-maxime-audition;;;;;;;;;;
Selestat;;https://fr.acuitis.com/blogs/nos-boutiques/selestat-audition;;;;;;;;;;
Sens;;https://fr.acuitis.com/blogs/nos-boutiques/sens-audition;;;;;;;;;;
Strasbourg Arcades;;https://fr.acuitis.com/blogs/nos-boutiques/strasbourg-arcades-audition;;;;;;;;;;
Strasbourg Les Halles;;https://fr.acuitis.com/blogs/nos-boutiques/strasbourg-les-halles-audition;;;;;;;;;;
Ternes;;https://fr.acuitis.com/blogs/nos-boutiques/ternes-audition;;;;;;;;;;
Toulon;;https://fr.acuitis.com/blogs/nos-boutiques/toulon-audition;;;;;;;;;;
Toulouse;;https://fr.acuitis.com/blogs/nos-boutiques/toulouse-audition;;;;;;;;;;
Toulouse Capitole;;https://fr.acuitis.com/blogs/nos-boutiques/toulouse-capitole-audition;;;;;;;;;;
Tours;;https://fr.acuitis.com/blogs/nos-boutiques/tours-audition;;;;;;;;;;
Val Deurope;;https://fr.acuitis.com/blogs/nos-boutiques/val-deurope-audition;;;;;;;;;;
Valence;;https://fr.acuitis.com/blogs/nos-boutiques/valence-audition;;;;;;;;;;
Valenciennes;;https://fr.acuitis.com/blogs/nos-boutiques/valenciennes-audition;;;;;;;;;;
Vannes;;https://fr.acuitis.com/blogs/nos-boutiques/vannes-audition;;;;;;;;;;
Varennes Sur Seine;;https://fr.acuitis.com/blogs/nos-boutiques/varennes-sur-seine-audition;;;;;;;;;;
Vendome;;https://fr.acuitis.com/blogs/nos-boutiques/vendome-audition;;;;;;;;;;
Verdun;;https://fr.acuitis.com/blogs/nos-boutiques/verdun-audition;;;;;;;;;;
Vernon;;https://fr.acuitis.com/blogs/nos-boutiques/vernon-audition;;;;;;;;;;
Versailles;;https://fr.acuitis.com/blogs/nos-boutiques/versailles-audition;;;;;;;;;;
Vichy;;https://fr.acuitis.com/blogs/nos-boutiques/vichy-audition;;;;;;;;;;
Vitre;;https://fr.acuitis.com/blogs/nos-boutiques/vitre-audition;;;;;;;;;;
